1000 40158
0 489 1216
0 569 6450
0 26 1517
0 697 9132
0 893 5209
0 704 4370
0 434 2045
0 722 7146
0 310 8421
0 832 7412
0 116 6868
0 316 4358
0 483 3327
0 260 9592
0 194 8862
0 344 673
0 971 4850
0 149 5795
0 592 5760
0 458 7001
0 446 3645
0 919 8801
0 551 992
0 232 9051
0 868 644
0 544 9686
0 133 240
0 936 923
0 760 7627
0 956 5139
0 863 7294
0 818 9371
0 736 3737
0 417 8427
0 942 1784
0 796 7995
0 961 1050
0 57 9853
0 397 2590
1 97 9736
1 841 9433
1 461 9913
1 555 5479
1 151 2505
1 735 3218
1 704 4246
1 897 672
1 212 6656
1 611 480
1 554 2575
1 564 9457
1 718 3400
1 370 9663
1 977 6770
1 515 1170
1 180 3415
1 397 3451
1 360 3595
1 938 9044
1 403 5957
1 903 7244
1 932 8920
1 453 9408
1 228 2953
1 649 8451
1 458 6046
1 847 6294
1 551 156
1 73 9055
1 189 3916
1 869 9580
1 15 5986
1 683 2280
1 451 725
1 112 9888
1 949 6813
1 359 9720
1 852 6580
1 486 396
1 262 3040
1 323 8735
1 61 2908
2 32 7184
2 813 13
2 598 8630
2 722 6426
2 801 2128
2 877 1821
2 599 2195
2 887 7164
2 397 2142
2 885 1221
2 686 1449
2 82 2377
2 355 2335
2 230 3879
2 717 8895
2 934 3021
2 215 130
2 50 1328
2 899 7047
2 883 8567
2 524 717
2 331 4470
2 760 9883
2 927 1153
2 820 7301
2 724 6679
2 990 9264
2 489 4938
2 309 5914
2 701 5286
2 306 9413
2 423 8941
2 172 9997
2 263 2167
2 661 3537
2 629 9212
2 886 5667
2 983 5810
2 54 7908
3 673 1764
3 868 9920
3 397 8299
3 802 6929
3 958 474
3 421 3057
3 579 1337
3 458 6988
3 950 3178
3 837 6438
3 817 4710
3 35 9758
3 597 3471
3 180 6108
3 394 2104
3 10 5388
3 902 3722
3 961 4248
3 164 2719
3 65 4742
3 928 4787
3 759 8631
3 593 3946
3 360 3259
3 600 5959
3 867 8903
3 473 8410
3 552 2884
3 429 7347
3 503 1800
3 24 4895
3 821 8525
3 704 6106
3 992 6896
3 564 9364
3 5 5809
3 29 3977
3 546 1371
3 846 7740
3 882 2024
3 536 9490
3 177 4773
3 301 657
3 521 9124
3 471 3745
4 817 8879
4 415 497
4 345 1346
4 396 6802
4 823 5063
4 756 5437
4 310 2466
4 403 7075
4 746 4940
4 575 6571
4 634 728
4 881 2764
4 70 7087
4 231 9382
4 545 5417
4 427 1746
4 834 9751
4 154 6307
4 305 6778
4 390 1983
4 833 3295
4 226 1048
4 796 1875
4 108 6218
4 644 2887
4 960 2275
4 454 8141
4 540 6757
4 551 9059
4 164 4475
4 83 4398
4 410 2206
4 726 984
4 192 3869
4 389 8450
4 311 6826
4 874 4066
4 312 712
4 544 1026
4 840 9040
4 511 8852
5 755 5908
5 631 4950
5 728 3466
5 525 3836
5 785 5257
5 718 264
5 52 1066
5 829 3097
5 520 1574
5 933 4721
5 28 9261
5 861 9730
5 74 9424
5 672 9289
5 247 5354
5 458 799
5 538 7747
5 950 6295
5 547 3320
5 94 9486
5 36 5913
5 112 6985
5 101 4380
5 197 6310
5 196 9778
5 545 7536
5 479 8
5 12 3594
5 27 5504
5 729 3333
5 806 8156
5 608 5042
5 987 4060
5 978 9750
5 688 9977
5 659 121
5 671 61
5 9 5208
5 300 7743
6 660 6242
6 123 9349
6 799 3429
6 208 9509
6 352 113
6 402 6627
6 960 8635
6 188 8297
6 189 3749
6 928 7172
6 154 2930
6 190 8826
6 811 1874
6 108 4089
6 396 8789
6 735 1350
6 475 8900
6 65 8387
6 321 7563
6 767 1807
6 326 8086
6 619 9272
6 977 9304
6 255 908
6 502 2052
6 341 8492
6 398 1111
6 511 5752
6 863 3678
6 849 9073
6 275 3110
6 100 1018
6 187 3221
6 259 119
6 968 7885
6 424 5711
6 256 1747
6 987 689
6 751 3103
6 414 8464
6 720 6335
6 658 3107
6 532 6346
6 490 259
6 713 2588
7 65 8517
7 170 6677
7 53 2837
7 51 2337
7 319 4747
7 448 6138
7 759 4150
7 619 2952
7 650 9437
7 731 5837
7 567 2204
7 813 7032
7 290 4050
7 850 6194
7 128 8436
7 370 7099
7 338 8111
7 621 9976
7 32 2195
7 22 9236
7 248 6778
7 870 7102
7 390 2668
7 716 1252
7 4 2017
7 501 1810
7 408 2212
7 192 9515
7 520 2085
7 589 9493
7 99 1717
7 109 5060
7 829 8899
7 816 9925
7 399 2123
7 811 8121
7 642 7195
7 657 7878
7 426 7644
7 444 8154
7 627 8022
8 339 9898
8 174 1252
8 732 2511
8 140 2076
8 81 1522
8 746 9562
8 439 700
8 535 4244
8 89 1436
8 175 1294
8 458 1324
8 43 1397
8 549 3028
8 822 7834
8 348 5792
8 976 4055
8 171 9657
8 99 7850
8 82 4979
8 548 3950
8 651 3357
8 41 5491
8 244 3822
8 590 784
8 2 5617
8 414 6919
8 620 25
8 19 3910
8 805 8769
8 981 5304
8 761 6642
8 38 2994
8 245 7210
8 346 4362
8 201 9625
8 332 4650
8 353 2165
9 599 1090
9 52 3121
9 701 3521
9 461 3588
9 963 4850
9 861 7546
9 398 8403
9 336 5480
9 508 739
9 943 2212
9 892 4217
9 105 7426
9 603 8173
9 140 6013
9 906 8040
9 675 1479
9 455 5428
9 190 4314
9 10 2896
9 539 2304
9 973 9843
9 793 3319
9 226 3261
9 300 9049
9 543 895
9 523 8220
9 736 7799
9 132 5152
9 848 1529
9 360 7425
9 582 7102
9 989 4532
9 899 7738
9 644 2543
9 896 8890
9 301 1514
9 829 6719
9 787 1333
9 642 5405
9 253 4428
9 118 8935
9 53 2169
9 686 1447
9 940 6651
9 458 6452
10 488 2039
10 320 6728
10 820 5694
10 637 1506
10 415 2756
10 789 280
10 201 2037
10 249 4124
10 349 9241
10 125 62
10 51 2736
10 651 394
10 936 2233
10 865 376
10 950 1960
10 973 1421
10 797 2411
10 602 2726
10 505 1004
10 942 8370
10 300 269
10 653 312
10 662 5094
10 371 4054
10 732 2424
10 438 38
10 976 3468
10 98 5579
10 36 4234
10 644 1139
10 614 6875
10 465 192
10 66 4071
10 933 2448
10 52 6416
10 233 9404
10 242 2048
10 609 4235
10 301 2421
10 473 9934
10 934 9272
10 877 896
10 624 5579
10 762 7056
10 712 9307
11 13 6720
11 874 1925
11 245 114
11 426 2441
11 997 5858
11 840 2174
11 161 1933
11 513 9918
11 457 7483
11 133 1196
11 875 6108
11 495 6041
11 972 1910
11 45 294
11 728 2756
11 616 6471
11 570 2074
11 677 6458
11 76 9958
11 336 5498
11 655 8397
11 396 9952
11 847 6356
11 584 61
11 187 4413
11 12 1536
11 375 6799
11 293 8409
11 209 3065
11 488 6150
11 285 2996
11 534 8259
11 970 107
11 390 115
11 599 8
11 907 7787
11 217 2508
11 574 3772
11 503 480
11 627 9057
11 740 1283
11 596 4847
11 856 7037
11 490 4388
11 520 1922
12 304 8641
12 797 9788
12 956 6610
12 552 8285
12 900 8599
12 598 3420
12 217 5256
12 511 8370
12 145 7041
12 17 5753
12 191 4042
12 439 4886
12 639 8980
12 564 8530
12 702 5245
12 901 6230
12 223 7463
12 933 668
12 112 7672
12 316 6475
12 878 1957
12 502 9291
12 412 3865
12 988 1295
12 866 1263
12 607 2984
12 351 6305
12 445 5747
12 595 7794
12 544 4479
12 321 3981
12 732 5104
12 479 3036
12 906 2418
12 492 2900
12 105 198
12 65 6712
12 86 2837
12 10 6308
13 560 952
13 778 496
13 492 7444
13 987 4929
13 725 3203
13 146 3157
13 816 2352
13 968 7869
13 129 3745
13 757 5047
13 974 9852
13 69 9068
13 553 811
13 436 6591
13 150 7683
13 226 2822
13 89 3563
13 368 6465
13 874 9601
13 675 1835
13 14 1386
13 272 5263
13 899 6282
